question,options,answer,isMultiChoice,count
24.船舶、设施所有人或者使用人以及沿海航标维护单位，发现沿海出现( )，应当及时向沿海航标管理机构报告。（沿海航标管理办法第十九条）,"A.沉没物,B.漂浮物,C.搁浅物,D.污染物",ABC,1,4
25.发生下列情况，应当报沿海航标管理机关备案：( )（沿海航标管理办法第二十条）,"A.沿海航标的维护单位发生变更,B.沿海航标的管理单位发生变更,C.公用航标改为专用航标,D.专用航标改为公用航标",(ABCD),1,4
26.禁止下列危害沿海航标的行为：( )（沿海航标管理办法第二十五条）,"A.非法侵占、损害沿海航标设施,B.非法移动、拆除沿海航标,C.非法改变沿海航标效能,D.在沿海航标设施上攀架物品",ABCD,1,4
27.下列属于国家航道的是：( )(中华人民共和国航道管理条例实施细则第三条),"A.对外开放的海港航道,B.国家指定的重要航道,C.可通航3000吨级以上（含3000吨级）海船的沿海干线航道,D.构成国家航道网.可以通航500吨级以上船舶的内河干线航道",ABCD,1,4
28.航道管理机构应定期发布那些航道通告：( )(中华人民共和国航道管理条例实施细则第十七条),"A.内河航道变迁,B.航标移动,C.航道尺度和水情,D.航标数量和位置",ABC,1,4
29.根据航标动态通报程序，第一类航标动态：( )(海区航标动态通报管理办法第五条),"A.通报当地航行警告发布部门,B.分别抄报天津、上海、广东海事局备案,C.分别报告天津、上海、广东海事局,D.通报中国航海图书出版社。",AB,1,4
30.根据航标动态通报程序，第二类航标动态：( )(海区航标动态通报管理办法第二条),"A.通报当地航行警告发布部门,B.分别抄报天津、上海.广东海事局备案,C.分别报告天津.上海.广东海事局,D.通报中国航海图书出版社。",AC,1,4
31.出现下列那项情况应发布航标动态：( )(海区航标动态通报管理办法第四条),"A.发现污染物,B.航标位置调整,C.改变航标灯质,D.拆除航标",(BCD),1,4
32.下列哪种变动应在航标变动前不少于20天申请发布航标动态：( )(海区航标动态通报管理办法第九条),"A.航标设置,B.航标位置调整,C.航标射程改变,D.航标损害",ABC,1,4
33.在中华人民共和国沿海水域及相关陆域，海区航标动态通报管理办法适用于：( )（海区航标动态通报管理办法第二条）,"A.设置的航标,B.航标所有人,C.航标管理人,D.航标有关单位",ABCD,1,4
34.海上航行警告由国家主管机关或者其授权的机关以什么形式发布:( )(中华人民共和国海上航行警告和航行警告通告管理规定第四条),"A.传真,B.无线电报,C.无线电话,D.电子邮件",BC,1,4
35.出现下列( )情况应发布二类航标动态:（海区航标动态通报管理办法第四条）,"A.改变航标灯质,B.水中标志移位,C.撤除航标,D.航标损坏",AC,1,4
36.桥墩警示标志的灯质是( )。,"A.联闪,B.连续甚快闪,C.混合联闪,D.连续快闪",BD,1,4
37.灯船的夜间灯质是( )（中国海区灯船和大型浮标制式4.2）,"A.单闪，白光，周期6s,B.单闪，白光，周期10sl,C.联闪2次，白光，周期10s,D.联闪3次，白光，周期15s",ABCD,1,4
38.灯光灯质是指作为航标灯识别特征所显示出的特定的( )总称。(航标术语4.5.10),"A.光色,B.节奏,C.周期,D.亮度",ABC,1,4
39.中国海区水上助航标志规定的顶标形状有哪些：( )(中国海区水上助航标志3.3.2),"A.罐形,B.锥形,C.球形,D.“X”形",ABCD,1,4
40.中国海区水上助航标志规定的基本浮标形状有哪些：( )(中国海区水上助航标志3.3.1),"A.罐形,B.锥形,C.球形,D.“X”形",ABC,1,4
41.钢管灯桩按照形式可分为( )（钢管灯桩通用技术条件JT/T102-2009）,"A.升降式钢管灯桩,B.三角式钢管灯桩,C.接管式钢管灯桩,D.柱式钢管灯桩",ABCD,1,4
42.专用航标用于指示某一特定水域或特征，下列应设置专用航标的是：( )(中国海区水上助航标志8),"A.检疫锚地,B.军事演习区,C.体育训练区,D.养殖场",ABCD,1,4
43.方位标志与航海罗经结合使用，设在以危险物或危险区为中心的北、东、南、西四个象限，分别为：( )(中国海区水上助航标志5),"A.西北至东北,B.东南至西南,C.东北至东南,D.西南至西北",ABCD,1,4
44.关于推荐航道右侧标，下列说法正确的是：( )(中国海区水上助航标志4.4),"A.形状为锥形，或装有顶标的柱形或杆形,B.顶标为单个绿色锥形，锥顶向下,C.颜色为绿色，中间有一条红色宽横带,D.灯质可以为混合联闪2次加1次，绿色，周期3秒",AC,1,4
45.定线制包括：( )(航标术语3.2.3),"A.沿岸通航带,B.推荐航道,C.环形航道,D.分道通航制",ABCD,1,4
46.船舶顺航道走向航行时，下列说法正确的是：( )(航标术语3.2.17),"A.左舷一侧为航道左侧,B.右舷一侧为航道右侧,C.左舷一侧为航道右侧,D.右舷一侧为航道左侧",AB,1,4
47.依据航标术语，下列属于经济航道的是：( )(航标术语3.2.21),"A.缓流航道,B.推荐航道,C.短捷航道,D.经济开发区航道",AC,1,4
48.下列那些锚链部件应作拉断试验：( )　（浮标锚链6）,"A.末端卸扣,B.转环,C.末端链环,D.园令环",ABCD,1,4
49.锚链节和锚链零部件检查时，下列那项应该检查：( )(浮标锚链5.2),"A.外观,B.焊缝,C.表面质量,D.零部件连接情况",ABCD,1,4
50.下列说法正确的是:( )(浮标锚链2),"A.加大链环应直接与普通链环相连,B.短链接的长度约13.7米,C.末端链环应与加大链环相连,D.连接卸扣应与末端链环相连",ACD,1,4
51.导标设置应具备以下地理环境：( )（水运工程导标设计规范1.0.4）,"A.航道轴线延长线的一方，在目视距离内（一般不大于18.5k）伸向陆地或具有投标条件的水域；,B.沿航道轴线延长线地面高程适当；,C.沿航道轴线观察导标有良好的背景：,D.沿航道轴线观察导标有良好的通视条件；",ABCD,1,4
52.设计导标应综合考虑以下因素：( )（水运工程导标设计规范1.0.6）,"A.航道选线方案；,B.有关地理、水文和气象资料；,C.附近高大的固定建筑.、动机械和水上大型船舶、浮动设施靠泊及附近背景情况；,D.船舶通航情况，对导标的使用要求和设计船型；,E.港口及当地建设规划中可能影响导标效能的近期建设项目和污染源；",ABCDEF,1,5
53.导标标身可采用实体的塔形或标架上置标牌。标牌形状可选用( )（水运工程导标设计规范7.0.1）,"A.短形,B.三角形,C.正方形,D.梯形,E.圆形",BCDEF,1,5
54.下列哪项是导标适用的范围：( )(水运工程导标设计规范1.0.5),"A.标示狭窄航道的位置和方向,B.标示安全水域的界线,C.在宽阔水域推荐安全合理的航道,D.标示人工开挖航道的轴线和边线",ABCD,1,4
55.蓄电池应配备附着牢固、字样清晰、耐久的铭牌，下列属于铭牌上标明的内容有：( )(航标用铅酸电池7.1.2),"A.产品型号、编号、批号、商标,B.制造厂名称和地址,C.制造年、月,D.额定电压、额定容量",ABCD,1,4
56.灯塔的塔身高度除应满足灯泡射程所需地理视高度要求外，还应满足：( )(灯塔主体及附属设施设置要求4.2),"A.一级灯塔：不小于20米,B.二级灯塔：不小于10米,C.三级灯塔：不小于8米,D.一级灯塔：不小于12米",BCD,1,4
57.关于灯塔生活用房总建筑面积，下列说法错误的是：( )(灯塔主体及附属设施设置要求5.2.3),"A.A类一级灯塔：不大于240平方米,B.A类二级灯塔：不大于210平方米,C.B类一级灯塔：不大于200平方米,D.B类二级灯塔：不大于170平方米",AC,1,4
1.视觉航标的管理要求是：( )（海区航标作业管理规则2.1）,"A.灯质正常,B.标位准确,C.涂色鲜明,D.结构良好",ABCD,1,4
2.遇有下列( )情况，无法在规定时间内恢复时，应迅速报告主管部门：（海区航标作业管理规则8.6）,"A.灯标的灯光熄灭、灯质不正常；,B.灯桩、导标、立标、灯浮标和浮标受损，影响助航效果；,C.灯浮标、浮标移位或漂失；,D.因其他原因，灯桩、导标、立标、灯浮标和浮标无法继续正常工作，影响助航效果时。",ABCD,1,4
3.灯桩、导标和立标巡检补给时，应携带( )等。（海区航标作业管理规则10.3）,"A.备用灯器,B.电池,C.油漆,D.工具及零配件",ABCD,1,4
4.灯浮标、灯浮更换前应检查替换灯浮标的( )。（海区航标作业管理规则14.2）,"A.灯质,B.涂色,C.标名,D.标记,E.顶标与被更换灯浮标相符",ABCDEF,1,5
5.灯浮标、浮标的沉石和锚链系统是根据( )作相应配备的。（海区航标作业管理规则15.1）,"A.灯浮标、浮标的型号,B.抛设位置的水深,C.潮汐,D.海底底质情况,E.灯浮标、浮标的重量",ABCD,1,5
6、以下属于灯船的作用的是( )（中国海区灯船和大型浮标制式3.1）,"A.标示港口口门,B.标示重要重要转向点,C.供船舶测定船位,D.供船舶确定航向",ABCD,1,4
7.中国海区安全水域标灯质有( )。（GB4696）,"A.明暗光,B.等明暗,C.长闪光,D.莫尔斯信号“A”,E.莫尔斯信号“D”",BCD,1,5
8.航道走向是指( )。（GB4696）,"A.船舶在沿海、河口的航道航行时习惯走向,B.从海上驶近或进入港口、河口、港湾或其他水道的方向,C.在外海、海峡或岛屿之间的水道，原则上指围绕大陆顺时针航行的方向,D.在复杂的坏境中，航道走向由航标管理机关规定，并在海图上用“-》”标示",BCD,1,4
9.“航标应急反应活动”包括( )（海区航标应急反应管理办法(试行)第二十六条）,"A.航标应急恢复,B.应急设标,C.应急任务,D.船舶应急",ABC,1,4
10.海区航标固定建（构）筑物维护分为（）三种。( )（海区航标固定建（构）筑物维护1.2）,"A.日常性的,B.周期性的,C.定期,D.不定期",(ABD),1,4
11.辖区航标管理机构应当根据历史灯塔的历史、艺术、科学价值，按国家有关规定申报文物保护单位，原则上（）历史灯塔申报作为县、自治县、市级文物保护单位，（）以上历史灯塔申报作为省、自治区、直辖市级文物保护单位。( )（中国海区历史灯塔保护管理办法(暂行)第六条）,"A.一级,B.二级,C.三级,D.四级",(CB),1,4
12.对违反《中国海区历史灯塔保护管理办法》破坏历史灯塔的行为，视其情节轻重及其后果，按照有关规定给予( )。（中国海区历史灯塔保护管理办法(暂行)第十一条）,"A.警告,B.行政处分,C.罚款,D.依法追究刑事责任",(ABCD),1,4
13.配布沿海航标应当：( ),"A.编制沿海航标配布图,B.编制沿海航标配布方案,C.报上级沿海航标管理机构审批,D.报交通部海事局备案",ABC,1,4
14、导标标身可采用实体的塔形或标架上置标牌。标牌形状可选用矩形外，还可选用( )。（航标法规标准汇编—港口技术规范）,"A.圆形,B.三角形,C.正方形,D.正六边形",ABC,1,4
15、凡在( )时应发放雾号。（北方海区航标管理—音响航标）,"A.雾天,B.阴晦天气,C.下雪,D.暴风雨其能见度小于2海里",ABCD,1,4
16、应急反应资源包括：( )（海区航标应急反应管理办法(试行第六条),"A.通信设备,B.交通工具,C.技术人员,D.航标设备和器材",ABD,1,4
17.辖区航标处应在( )配备适量的并处于良好状态的各类航标设备、器材，确保能满足本辖区内航标应急反应的需要。（海区航标应急反应管理办法(试行)第六条）,"A.航标站,B.航标保养基地,C.航标船,D.处机关",ABC,1,4
18.当地海事部门应向辖区航标处提供船舶事故信息有：( )（海区航标应急反应管理办法(试行)第八条）,"A.位置及报警时间,B.船舶建造年份,C.船舶沉没时间,D.沉船位置,E.船艏向",ACDEF,1,5
19.当地海事部门应向辖区航标处提供基本信息包括( )等。（海区航标应急反应管理办法(试行)第八条）,"A.船舶的国籍,B.名称,C.船舶沉没时间,D.船型,E.吨位",ABDEFG,1,5
20.航标应急恢复时辖区航标处应了解( )。（海区航标应急反应管理办法(试行)第十条）,"A.航标的失常状况,B.附近水域的水文,C.附近水域的气象资料,D.附近水域的船舶流量",ABC,1,4
21、不是灯塔灯光高度起算面的是( )。（出处：航标法规标准汇编P212）,"A.平均大潮高潮面,B.平均小潮高潮面,C.平均海面,D.黄海基准面,E.当地最高潮面",BCDE,1,5
22、浮动助航标志的配布原则有( )。（出处：海区灯浮标设置规范）,"A.效能原则,B.效益原则,C.先进性原则,D.标准化原则",ABCD,1,4
23、海区航标应急反应管理办法(试行)在下列哪些情况下不适用？( )（海区航标应急反应管理办法(试行)第二十五条）,"A.天气恶劣,B.海况恶劣,C.超出航标船安全作业条件,D.超出航标工作人员安全作业条件",(ABCD),1,4
24、灯浮标、浮标巡检检查时接线有( )应及时修复或更换。（海区航标作业管理规则11.4）,"A.松动,B.磨损,C.灰尘,D.老化",ABD,1,4
25、灯浮标、浮标巡检检查时要做好（）。( )（海区航标作业管理规则11.4）,"A.擦拭透镜,B.检查灯器,C.校对灯质,D.测量开路电压和工作电流",(ABCD),1,4
26、灯浮标、浮标巡检检查太阳能板时要检查( )，并清洁面板。（海区航标作业管理规则11.4）,"A.太阳能面板,B.接线盒,C.太阳能尺寸,D.充电控制器",ABD,1,4
27、气象能见度与( )无关。（出处：视觉航标基础理论P83）,"A.白天,B.黑夜,C.大气浑浊程度,D.测者视力",ABD,1,4
28、三原色是指( )。（出处：航标光声学P119）,"A.白色,B.黑色,C.红色,D.绿色,E.黄色",CDF,1,5
29、下列属于快闪光的是( )。（航标术语）,"A.每分钟闪光40次,B.每分钟闪光60次,C.每分钟闪光70次,D.每分钟闪光90次",BC,1,4
30.灯器的水平发散角与( )有关。（出处：航标光声学P292）,"A.灯器焦距,B.供电电流,C.灯泡的大小,D.灯丝的水平宽度",AD,1,4
31.按航标编号规定，不同的航道可以分别编号，同一航道的标志号码( )。（出处：航标法规标准汇编P214）,"A.可按顺序连续编排,B.可按左单右双编排,C.可按左双右单编排",AC,1,3
32.万用表的功能可( )（出处:万用表手册）,"A.测量电压,B.测量电流,C.测量电阻,D.测量电容,E.二极管压降",ABCDE,1,5
1.海图与文字比较，具有以下特点：( )<电子海图应用培训教程>,"A.形象直观,B.方位准确,C.几何精确,D.信息量大",(ABC),1,4
2.海道测量的产品：( ),"A.纸海图,B.电子海图,C.潮汐表,D.水位计",ABC,1,4
3.海道测量的主要观测数据有：( ),"A.水深,B.底质,C.潮流,D.潮汐,E.控制点点位",ABCDEF,1,5
4.对水航速是船舶在( )情况下的对水航速。,"A.无风流,B.有风无流,C.有流无风,D.有风流",(ABCD),1,4
5.海道测量的特点：( ),"A.测量工作的实时性,B.海底地貌的不可视性,C.测量基准的变化性,D.测量工作的现势性,E.测量内容的综合性",ABCDE,1,5
6.海道测量的主要内容：( ),"A.大地控制测量,B.海岸地形测量,C.海洋重力测量,D.水深测量,E.扫海测量",ABDEF,1,5
7.雷达测量横向的岬角、突堤方位时，应该将方位标尺线压住( )。,"A.回波边缘，读数减去角向肥大值,B.中心,C.右边线,D.回波边缘，读数加上角向肥大值",(AD),1,4
8.水深点位的表示：( ),"A.点在球面坐标系中的位置：经度.纬度和点在高程系统中的高程。,B.点在球面坐标系中的位置：经度.纬度和点在深度基准面下的水深。,C.点在平面坐标系中的位置：纵坐标.横坐标和点在高程系统中的高程。,D.点在平面坐标系中的位置：纵坐标.横坐标和点在深度基准面下的水深。",BD,1,4
9.海道测量定位的方法：( ),"A.光学仪器定位,B.地面无线电定位,C.水下声标定位,D.GPS卫星定位",ABCD,1,4
10.船舶航行时下列哪种情况宜使用回声测深仪测深( ),"A.船舶进车时,B.船舶倒车时,C.船舶锚泊中,D.船舶停车淌航时",ACD,1,4
11.我国海道测量中，使用的投影有( ),"A.高斯-克吕格投影,B.兰勃特投影,C.UTM投影,D.墨卡托投影",AD,1,4
1.各航标处应根据实际需要，向所属海区航标管理部门提出进口设备申请报告，报告应说明确设备的( )。,"A.引进的理由,B.技术规格,C.选型依据,D.安装地点",ABCD,1,4
2.航标.测绘进口设备在开箱验收和技术性能验收过程中如发生( )等问题，应立即报告上级主管部门并通知进口设备商务代理公司，由其按有关规定和程序进行处理。,"A.货损,B.货差,C.性能不满足技术规格要求,D.质量",ABCD,1,4
3.使用单位应建立进口设备档案，每次( )等，都必须做好记录，做到及时.清楚.准确完整。,"A.维护,B.测试,C.故障维修,D.技术数据更改",ABCD,1,4
4.用无线电方法测定船舶位置的基本方法有：( ),"A.测向法,B.测距法,C.测距差法,D.双曲线法",ABC,1,4
5.卫星定位传播路径误差主要包括：( ),"A.电离层误差,B.对流层误差,C.多路径效应,D.天线电缆参数",ABC,1,4
6.利用GPS进行导航定位，其定位精度主要取决于：( ),"A.观测量的精度,B.卫星在空间的几何分布,C.天线状况,D.定位时间",AB,1,4
7.按RBN-DGPS台站设备操作规则，中国沿海RBN-DGPS台站必须发布的RTCM信息包括：( ),"A.RTCM9-3,B.RTCM16,C.RTCM59,D.RTCM1",ABC,1,4
8.GPS定位系统的工作频率在：( ),"A.1575.42MHz,B.1227.60MHz,C.1602.5625MHz-1615.5MHz,D.1246.4375MHz-1256.5MHz",AB,1,4
9.VTS的组成包括( )。,"A.通信子系统,B.雷达子系统,C.雷达数据处理子系统,D.终端采集系统",ABC,1,4
10.AIS的主要作用包括( )。,"A.AIS将使船舶之间.船岸之间进行有效的数据交换,B.船舶报告制度,C.对于沿岸国和管理当局，获得船舶和装载货物的信息,D.作为对VTS有效的补充，为交通管理服务。",ACD,1,4
11.AIS的构成包括( )。,"A.通信处理器,B.信息处理器；,C.信息显示器,D.数据输入装置",ABC,1,4
12.AIS岸台建设规划选址时应当考虑哪些因素？( ),"A.区域内交通流量大小,B.VHF能否覆盖要求的范围,C.重点区域的冗余覆盖,D.电磁环境状况,E.地理环境安全",ABCDE,1,5
13.AIS信息处理器储存下列内容( )。,"A.本船识别码,B.采集编码,C.船名,D.船型",ACD,1,4
14.雷达信标的作用包括( )。,"A.对海上和陆上航标的识别,B.初见陆地的识别,C.船舶呼号的识别,D.表明桥梁下可航行的跨距",ABD,1,4
15.海区雷达应答器的工作频段包括( )。,"A.X波段,B.C波段,C.D波段,D.S波段",AD,1,4
16.VTS通信子系统包括( )通信设备。,"A.微波,B.有线通信,C.VHF,D.光纤",ABCD,1,4
17.对信标历书的说法，正确的是( )（《全球定位系统原理与应用》）,"A.信标历书更新不需要太快，对海上用户，每10min更新一次,B.信标健康状况改变后应立即在电文中更改,C.信标历书包含差分信息,D.信标历书一经确定无须更新",AB,1,4
18.安装在灯船.浮标上雷达应答器应符合下列的安装要求：( )。,"A.适应灯船.浮标摇动的影响,B.具有旁瓣抑制功能,C.功耗低,D.天线波束垂直张角小",ABC,1,4
19.新设应答器在工作前，管理机关应按规定发布航海通告，并报部备查，通告的内容应包括：( ),"A.应答器安装地点（包括经纬度）,B.应答器开始工作的时间,C.应答器的工作频率,D.应答器识别编码",ABD,1,4
20.AIS船台天线包括：( ),"A.GPS天线,B.VHF天线D.雷达天线,,D.雷达天线C.GSM天线",AB,1,4
21.有关DGPS描述，正确的是( ),"A.差分全球定位系统,B.GPS定位精度比DGPS高,C.DGPS定位精度与台站/用户间距离有关,D.用户与台站距离越远定位精度越低",ACD,1,4
22.AIS基站主要组成部分包括( ),"A.2个AIS接收机,B.1个AIS发射机；,C.1个控制单元,D.内部同步源和电源",ABCD,1,4
23.AIS基站参数设置包括( ),"A.工作频率在156.025MHz—162.025MHz之间；,B.信道间隔最低12.5kHz，最高25KHZ之间可选；,C.AIS1（默认信道1）频率为161.975MHz,D.AIS2（默认信道1）频率为162.025MHz,E.比特率为1800bps",ABCD,1,5
24.伪距差分GPS播发台播发的校正量错误的说法是( ),"A.位置校正值,B.伪距校正值,C.时间校正值,D.频率修正",ACD,1,4
25.以下有关岸基AIS系统陈述，正确的是( ),"A.AIS系统可对海上航行的一切船舶进行实时跟踪,B.AIS系统能实现对装有AIS船台船舶实现航行轨迹回放,C.AIS系统对协助海事调查取证发挥了重要作用,D.AIS数据可接入VTS",BCD,1,4
26.以下不是船舶自动识别系统的检验标准是( )。,"A.ITU-RM.1371-1,B.IEC61993-2,C.IMOMSC74(69),D.GB/T17424—1998",ACD,1,4
27.有关差分GPS描述正确的是( ),"A.在已知点安装GPS接收机接收卫星信号,监测GPS系统误差,B.接规定时间格定时地将误差播发出去,C.用户接收差分信号校正位置,D.可提高时间精度",ABC,1,4
28.以下说法正确的是( ),"A.AIS自动识别系统,B.BER误码率,C.BIIT内置式完整性测试,D.BT频率时间积",ABC,1,4
29.以下说法错误的是( ),"A.FATDMA非固定时分多址,B.GNSS全球导航卫星系统,C.IALA国际航标协会,D.IHO国际航标组织",AD,1,4
30.AIS基站的PI的用途( )：,"A.与PSS交互VDL信息；,B.配置基站；,C.实现基站的实时控制；,D.提供BIIT报警和状态输出",ABCD,1,4
31.以下说法正确的是( ),"A.AIS基站可作为独立基站运行,B.AIS基站可作为非独立基站运行,C.AIS基站只能作为独立基站运行,D.AIS基站不能作为独立基站运",AB,1,4
32.AIS基站对AIS移动台可进行如下设置( ),"A.区域指定,B.区域工作频率指配,C.带宽,D.收发模式",ABCD,1,4
33.电文7信标历书内容包括( )（《全球定位系统原理与应用》）,"A.发射差分GPS校正量的航海无线电信标台的位置,B.发射差分GPS校正量的航海无线电信标台的频率,C.发射差分GPS校正量的航海无线电信标台的服务范围,D.发射差分GPS校正量的航海无线电信标台的工作状况",ABCD,1,4
34.以下表述正确的是( ),"A.罗兰C是中远程导航系统,B.GPS是全球导航系统,C.GLONASS是地面导航系统,D.北斗星导航系统已覆盖全球",AB,1,4
35.GPS定位误差包括( ),"A.电离层误差,B.对流层误差,C.多路径误差,D.伪随机码误差",ABCD,1,4
36.有关DGPS描述，错误的是( ),"A.定位精度与台站距离无关,B.定位精度比GPS高,C.在离台站50公里和200公里定位精度是一样的,D.DGPS接收2颗以上卫星可进行3维定位",ACD,1,4
37.有关AIS船台描述，正确的是( ),"A.AIS船台含有GPS接收机,B.AIS船台具有发射和接收功能,C.AIS船台只能用于与基站通信,D.AIS船台MMSI码不是唯一的",AB,1,4
38.有关RTCM电文结构组成，正确的是( )（《全球定位系统原理与应用》）,"A.RTCM电文由二进制编码数据流组成,B.每类电文由（N+2）个30bit的字组成,C.RTCM电文由四进制编码数据流组成,D.每类电文由（N+1）个30bit的字组成",AB,1,4
39.AIS设备/台站包括( ),"A.A类船载移动台站,B.B类船载移动台站,C.SAR飞机移动台站,D.基站",ABCD,1,4
40.以下英语缩写，正确的翻译是( ),"A.Rx接收,B.TDMA固定时分多址,C.Tx发射,D.VDL甚高频数据链路,E.VSWR电压驻波比",ACDE,1,5
41.雷达应答器由哪几个部分组成：( ),"A.一个收信机,B.一个发射机,C.一个收发共用天线,D.一个中央处理器",ABC,1,4
